,name,year,artist,lyric,,
3568,Tristeza nocturna,,José De Grandis,"Todo está en un silencio, todo en calma, ni un leve rumor tan sólo siento mientras yo llevo el tormento que ella dejara en mi alma. Noche triste, mi dolor nunca te podré expresar noche triste, mi tristeza nadie te ha de disipar.  Noche tan sombría cual mi pena llevo destrozado el corazón sólo tú y mi madrecita buena saben la causa de mi aflicción.  Noche tú ue bien la conociste sabes que alegró mi soledad mientras que al quedar tan solo y triste tengo solamente tu piedad.  Noche cariñosa, tú cubriste con tu negro manto mis venturas y en mis horas de amarguras también tu manto me diste. Tú que me viste sufrir al conjuro de ese amor dame calma, noche negra, que es más negro mi dolor.",,
3569,Tristeza verde gris,,Salvador Amalfa,"Tu sombra de tristeza la vi por vez primera, cuando tus ojos claros con todo su esplendor, clavaron en los míos ese algo inolvidable, que el paso de los años me dijo que era amor.  Ahora es tarde, es casi invierno y tu sol ya no amanece. Me estremece como nunca, la tristeza en el recuerdo ee tus ojos verde gris.  Tu sombra de tristeza la llevo en el recuerdo, también la cobardía que nunca te nombró, que nunca supo hablarte callando amargamente, y ahora llora en vano porque ya te perdió. ",,
3570,Tristezas de la calle Corrientes,1942,Homero Expósito,"Calle como valle de monedas para el pan... Río sin desvío donde sufre la ciudad... ¡Qué triste palidez tienen tus luces! ¡Tus letreros sueñan cruces! ¡Tus afiches carcajadas de cartón!  Risa que precisa la confianza del alcohol. Llantos hechos cantos pa' vendernos un amor. Mercado de las tristes alegrías... ¡Cambalache de caricias donde cuelgan la ilusión! Triste. ¡Si por ser nuestra! Triste. ¡Si, porque sueñas! Tu alegría es tristeza y el dolor de la espera te atraviesa... ¡Y con pálida luz vivís llorando tus tristezas! Triste. ¡Si, por ser nuestra! Triste. ¡Si, por tu cruz!  Vagos con halagos de bohemia mundanal. Pobres, sin más cobres que el anhelo de triunfar, ablandan el camino de la espera con la sangre toda llena de cortados, en la mesa de algún bar. Calle como valle de monedas para el pan... Río sin desvío donde sufre la ciudad... Los hombres te vendieron como a Cristo y el puñal del obelisco te desangra sin cesar.",,
3571,Troesma del tango,,Rubén Rey,"En Homenaje a Osvaldo Pugliese.   Rugen bandoneones, Ruggiero a la par, un bajo y violines que zumban detrás, las teclas del piano parecen hablar con versos de Mela que no volverán. Ssu tango es vanguardia, estilo y compás, aquí está Pugliese y para qué más uniste al talento tu afán de igualdad señores, Pugliese, y no hay más que hablar.  Caricias de teclas que no se escucharon solo y a la sombra igual suena un tango, hay un clavel rojo triste sobre el piano y un corazón grande que nunca guardaron. La barra que grita “Pugliese al Colón”, se agolpan recuerdos en mi corazón troesma del tango te quiero escuchar arranca la orquesta la siento yumbear.  Lucen sus cantores que fueron ayer Alfredo Belusi, Cobos y Chanel, Morán y Montero, Vidal y Maciel, Medina, Adrián Guida y la voz de Abel. Recuerdo “Negracha” sabor de arrabal virtuoso del tango un hombre cabal, se inspira en la Beba y nace un gotán de un pueblo tanguero que te hizo inmortal.",,
3572,Trottoirs de Buenos Aires,1980,Julio Cortázar,"De pibes la llamamos “la vedera” y a ella le gustó que la quisiéramos. En su lomo sufrido dibujamos tantas rayuelas.  Después, ya más compadres, taconeando, dimos vueltas manzana con la barra, silbando fuerte para que la rubia del almacén saliera a la ventana.  A mí me tocó un día irme muy lejos pero no me olvidé de las “vederas”. Aquí o allá las siento en los tamangos como la fiel caricia de mi tierra.",,
3573,Trovas,1931,Ángel Domingo Riverol,"Con tus ojos de arreboles y tu corte de sultana, pasás todas las mañanas taconeando sin cesar y al final que no comprendo que en tus labios tentadores, ha volcado sus amores el alma del arrabal.  Cuando tu cuerpo se mueve al compás de un tango lento, suelta su melena al viento con un aire encantador, y tu cuerpo palpitante marque el acorde pausado mientras que cae desmayado en los brazos de su amor.  Vos sos así, luz y vida, del barrio donde te criaste y en cualquier parte dejaste un pedazo de tu ser, si hasta cuando hablas parece que lo hicieras con el fuego, de la musa de Carriego y el alma de Yacaré.  Yo te quiero así rebelde como un torrente bravío y porque tu amor y el mío no se pueden separar, pues cuando un dolor te invade o te agobia algún quebranto con las notas de mi canto yo te quiero consolar.",,
3574,Tú,1949,José María Contursi,Llegaste como un rayo deslumbrante de luz... ¡Yo andaba por el mundo sin amor ni quietud! ¡Mis ansias ya se habían refugiado entre las ruinas de mi pasado! Traías en tus ojos... en tus labios... tu voz... la cálida promesa de un destino mejor... mis manos y tus manos se encontraron y nuevamente palpitó mi corazón.  Tú... con la magia de tu amor y tu bondad... Tú... me enseñaste a soreir y a perdonar... ¡Ves... yo era un grito de rencor en el trágico final de mi desesperación! Ves... todo aquello se esfumó como brumas en el mar al llegar la luz del sol... Tú... milagrosa musiquita de cristal... Tú... me enseñaste a sonreir y a perdonar!  Qué tristes eran todos mis momentos sin ti... me ahogaba la tortura de rodar sin morir. Cansado de mis penas y mi hastío y de esos viejos recuerdos míos... Tus besos... tus ternuras... tu emoción y tu fe hicieron el milagro de borrar el ayer... aquel lejano ayer ensombrecido que nunca... nunca... nunca más ha de volver.,,
3575,Tú [b],,Fortunata Schaul,"Tú, que ensamblaste mi vida aquietando una etapa atormentada. Tú, que en el bullicio de la tormenta cobijaste mi cuerpo con tibieza. Tú, que eres mi magia inmaculada lo que todo ser humano necesita. Tú, que con tus manos modelaste mi vida con luz y esperanza.  Mi canto es para ti, mi cuerpo habla por mí, mis labios se estremecen, mi cuerpo vibra y mi alma sueña. El concierto que es la vida nos pone frente a frente luchando y comprendiendo la magia de nuestro amor.",,
3576,Tu amor y tu olvido,1986,Ángel Di Rosa,Te busqué... en cien lugares distintos. Te encerré... con recuerdos en mi mente. Te llamé... en mis noches de nostalgia. Te pensé... en mil sueños diferentes. Te grité... con palabras sin rencores. Te lloré... en mis horas de tristeza. Te nombré... apretando mis dolores. Te dibujé... en los rincones de mi pieza Y aun sigo mezclando tu amor y tu olvido. Dos cosas distintas que en mi alma crecen. Tu amor como un recuerdo que vive en mi tiempo y tu olvido una mueca que no desaparece.  Te busqé... Te lloré... Te llamé... Te soñpe... en mil sueños diferentes.,,
3577,Tu ángel,,Gabriela Castillo,"Tu ángel siempre algún sonido, algún aroma me trae el recuerdo de vos, ciudad. Pese a todo lo que hemos perdido en esta despedida sin vuelta atrás.  Renegaba ayer de tu locura y de esa persistente contradicción por la que te amamos y te odiamos, mezcla de sinsentidos y pasión.  Buenos Aires, me llevé tu ángel para que me hable de como eras de ese mundo que cruza tus puentes del amor propio que aún queda en pie. Nada digas no quiero escucharte, simplemente ahora déjame soñarte…  El murmullo de un tango me cuenta de tu imparable ir y venir. Sol de barrio, el color de tus calles y sordo andar, microcentro gris.  Solo puedo entenderte aquí lejos, tan cercana a la vez de tus males. ¿Qué me hace quererte, sin quererlo si es que agridulce este tango me sabe?",,
3578,Tu angustia y mi dolor,,Julio Camilloni,"¿Cómo pedirle a tu rosal que no te brinde rosas? ¿Quién puede acaso silenciar al ave melodiosa? ¿Cómo a la fuente suplicar que no te diga cosas? Eso es pedirle al corazón que dé por muerta la ilusión que alienta en cada palpitar.  ¡No! ¡No puede ser lo que me pides! ¡No! ¿Cómo es posible que te olvide? ¿Quién quiere apartarte de mi vida? Adiviné algo extraño en nuestra despedida. Hoy, por tu ventana iluminada vi, que tú llorabas desolada y mi pobre sombra enamorada lloró tu angustia y mi dolor.",,
3579,Tu ausencia,,Armando Tagini,"Tu ausencia es un invierno glacial y despiadado con la visión ingrata de un cielo siempre gris, que pone un marco triste sobre este desolado rincón donde he vivido mi instante más feliz. Tu ausencia es el derrumbe de todos mis anhelos; tu amor era mi vida, mi gloria era tu amor. Y hoy marcho atado al yugo de enormes desconsuelos, camino de la tierra maldita del dolor.  Alma: ¿qué fue de aquella palabra bella que ayer nos arrulló? Humo y mentira los juramentos... ¿Qué torvo viento mi dicha dispersó? ¡Alma!... Adversa suerte te hirió de muerte; su risa era antifaz. Y diste a cambio del desengaño los veinte años que ya no vuelven más.  Muchacha: tu recuerdo tenaz me martiriza y mi alma atormentada en vano implora paz. En tanto tu retrato me envía una sonrisa, mi corazón presiente que nunca volverás. Tu ausencia son los rudos azotes que el quebranto con implacable mano le asesta a mi ilusión. Tu ausencia es esta pena. Tu ausencia es este llanto que sube hasta los ojos desde mi corazón.",,
3580,Tu ausencia [b],2004,Eradio Minotti,"Grité desde el silencio de tu ausencia… corazón en la amargura de mi soledad. Grité para imponerle a mi conciencia que ya no despertabas mi ansiedad. Grité para borrar de los recuerdos… nuestro amor para borrar tus huellas nada más… pero se muere mi alma en dos segundos si tengo que decir que ya no estás.  Es que al llegar las noches con los fantasmas que atormentan mi dolor, siento el perfume de tu piel que aún vive en mí… que me acaricia de una forma tan sutil… y atrapo tu figura… entre mis manos tan desnudas de tu amor que te rescatan del recuerdo, y siento así… tus dulces besos y hasta tu respiración… ¡De pronto ya despierto! Ver en penumbras que tus sombras de cristal… se van muriendo ante la luz del ventanal… llega tu ausencia en la mañana una vez más. Ya no vive aquí… ya no vive aquí… ya no vive aquí… ya nunca volverá.  No sé por qué dejamos de querernos… yo no sé… En qué momento marchitó la flor… No sé por qué dejamos de adorarnos, sin darnos cuenta se murió el amor. A quién se arrime a preguntar por ella, sabe Dios, a quién su nombre lo traiga hasta mí… Que sepa siempre que me sangra el alma… si tengo que decir… No vive aquí.",,
3581,Tu boca mintió,,Alberto Longo,"Cuando te encuentro, ruego que no mires, que tu mirada me aviva el dolor; seguí tu camino, tu senda florida, dejá que mi vida prosiga sin vos; no sea que un día me encuentre entre copas y tire por el suelo mi hombría y mi honor.  Yo... por vos hice trizas... mi paz, mi hogar y mi fe... Hoy... sólo quedan cenizas de todo lo que ayer fue; yo soñé un mundo de amor y de esperanza la noche que entre besos te pude llamar mía, maldigo ahora del fondo de mi alma la ilusión lejana que tu boca mintió.  Me has hecho daño, mi vida siempre ha sido juguete tuyo, pasión y dolor; ya no quiero verte, quisiera olvidarte, matar mi cariño tras otra ilusión; no sea que un día me encuentre entre copas y tire por el suelo mi hombría y mi honor.",,
3582,Tu canción,2008,Mario Vignale,"Corres por esa calle sin saber que el tiempo no se puede detener. Lo que antes era tuyo ya no es se lo llevo el olvido y no lo ves.  No ves que ya escribieron tu canción no hay tiempo de vivir otra emoción la luna ya no puede iluminar… el beso que ella no te viene a dar.  Suena, triste bandoneón suena con la pena del dolor quisiste que te amara hasta el final robándole hasta el último mirar. Suena, dulce corazón suena con su  voz y con su amor eterna lucecita de arrabal que iluminó tus sueños de percal.  Suena, suena que al sonar el fuelle canta y te hace recordar vivís en el hechizo de su amor sabes que en ese sueño no hay dolor. Suena, triste bandoneón eco de aquel viejo bodegón suena y terminemos la canción. Suena que se acaba tu función.  Cuarenta y van llegando los demás el pibe del espejo quedo atrás tu historia ya no puede terminar no sabe como tiene que acabar.  Entras en ese bar para olvidar querés pero ya no podes llorar. Tu alma grita en ese bandoneón soltando su sermón de confusión.",,
3583,Tu confidencia,,José Rótulo,"Qué me has hecho del cariño que te di con manos llenas, que le das al corazón y pagás con esta pena. Confidencia que desangro, volcada en amargo llanto, saber que perdí el encanto de no verte nunca más.  Sólo sé que el corazón va llorando como un niño, no comprende de razón, sólo quiere tu cariño. Vendaval que al azotar el rosal de mis antojos, ponen tristezas en mis ojos, trayendo frío a mi corazón.  Cuando pasen muchos años, cuando estés ya de regreso, comprenderás que tus besos me mintieron sin piedad. Me mató tu confidencia cuando un día, fríamente, atormentaste mi mente con un... no te quiero más.",,
3584,Tu corazón,,Enrique Soriano,"Dicen que, tu pasión me alucina dicen que nuestro amor es prohibido: dicen que, mi razón se ha perdido, ¡y hasta dicen, que huimos de Dios! Dicen que, tú desviaste mi vida y me das, este horror o martirio: pero yo, pero yo sólo digo, ¡la razón está en tu corazón!  ¡Tu corazón! es el incendio, donde yo, quemé mi vida y mi ilusión, ¡pues eres llama en mi fragor! Corazón, tu corazón que puede más que yo, que puede más que Dios, que vence a mi razón que va donde tú vas, para qué ya negar, ¡si todo está en tu corazón!  Dicen que, por seguirte he pecado, dicen que, por amarte he mentido, dicen que, junto a ti, mi camino, ¡me conduce a un abismo sin luz! Dicen que, si te quiero me pierdo, dicen que, si te adoro me engaño, pero yo soy feliz con mi signo, ¡con el signo de tu corazón!",,
